snapshot_id,page,row,col,x,y,w,h,dark_ratio,figure_no_guess,file
451,108,2,1,37,606,920,596,0.313649,,diagram_snapshots/diagram_0451_p108_r2c1.png
452,109,1,1,38,196,894,72,0.049932,,diagram_snapshots/diagram_0452_p109_r1c1.png
453,109,2,1,38,280,894,904,0.143977,,diagram_snapshots/diagram_0453_p109_r2c1.png
454,110,1,1,60,206,887,73,0.090006,,diagram_snapshots/diagram_0454_p110_r1c1.png
455,110,2,1,60,291,887,316,0.249069,,diagram_snapshots/diagram_0455_p110_r2c1.png
456,110,3,1,60,619,887,564,0.229665,,diagram_snapshots/diagram_0456_p110_r3c1.png
457,111,1,1,28,218,870,959,0.086197,,diagram_snapshots/diagram_0457_p111_r1c1.png
458,112,1,1,73,202,314,70,0.106597,,diagram_snapshots/diagram_0458_p112_r1c1.png
459,112,1,2,399,202,254,70,0.172778,,diagram_snapshots/diagram_0459_p112_r1c2.png
460,112,1,3,665,202,303,70,0.094861,,diagram_snapshots/diagram_0460_p112_r1c3.png
461,112,2,1,73,284,314,310,0.114085,,diagram_snapshots/diagram_0461_p112_r2c1.png
462,112,2,2,399,284,254,310,0.15997,,diagram_snapshots/diagram_0462_p112_r2c2.png
463,112,2,3,665,284,303,310,0.233163,,diagram_snapshots/diagram_0463_p112_r2c3.png
464,112,3,1,73,606,314,241,0.451476,,diagram_snapshots/diagram_0464_p112_r3c1.png
465,112,3,2,399,606,254,241,0.345542,,diagram_snapshots/diagram_0465_p112_r3c2.png
466,112,3,3,665,606,303,241,0.433042,,diagram_snapshots/diagram_0466_p112_r3c3.png
467,112,4,1,73,859,314,235,0.287288,,diagram_snapshots/diagram_0467_p112_r4c1.png
468,112,4,2,399,859,254,235,0.306065,,diagram_snapshots/diagram_0468_p112_r4c2.png
469,112,4,3,665,859,303,235,0.410421,,diagram_snapshots/diagram_0469_p112_r4c3.png
470,112,5,1,73,1106,314,72,0.13796,,diagram_snapshots/diagram_0470_p112_r5c1.png
471,112,5,2,399,1106,254,72,0.105807,,diagram_snapshots/diagram_0471_p112_r5c2.png
472,112,5,3,665,1106,303,72,0.20297,,diagram_snapshots/diagram_0472_p112_r5c3.png
473,113,1,1,45,215,856,941,0.146721,,diagram_snapshots/diagram_0473_p113_r1c1.png
474,114,1,1,56,194,924,1019,0.237169,,diagram_snapshots/diagram_0474_p114_r1c1.png
475,116,1,1,74,223,892,73,0.163861,,diagram_snapshots/diagram_0475_p116_r1c1.png
476,116,2,1,74,308,892,572,0.350023,,diagram_snapshots/diagram_0476_p116_r2c1.png
477,116,3,1,74,892,892,212,0.465077,,diagram_snapshots/diagram_0477_p116_r3c1.png
478,116,4,1,74,1116,892,94,0.312578,,diagram_snapshots/diagram_0478_p116_r4c1.png
479,118,1,1,59,201,901,985,0.242965,,diagram_snapshots/diagram_0479_p118_r1c1.png
480,119,1,1,33,202,875,960,0.159724,,diagram_snapshots/diagram_0480_p119_r1c1.png
481,120,1,1,64,188,597,402,0.207776,,diagram_snapshots/diagram_0481_p120_r1c1.png
482,120,1,2,673,188,102,402,0.208687,,diagram_snapshots/diagram_0482_p120_r1c2.png
483,120,1,3,787,188,195,402,0.321929,,diagram_snapshots/diagram_0483_p120_r1c3.png
484,120,2,1,64,602,597,254,0.367203,,diagram_snapshots/diagram_0484_p120_r2c1.png
485,120,2,2,673,602,102,254,0.479118,,diagram_snapshots/diagram_0485_p120_r2c2.png
486,120,2,3,787,602,195,254,0.518898,,diagram_snapshots/diagram_0486_p120_r2c3.png
487,120,3,1,64,868,597,319,0.411982,,diagram_snapshots/diagram_0487_p120_r3c1.png
488,120,3,2,673,868,102,319,0.493146,,diagram_snapshots/diagram_0488_p120_r3c2.png
489,120,3,3,787,868,195,319,0.60508,,diagram_snapshots/diagram_0489_p120_r3c3.png
490,121,1,1,29,208,887,972,0.130186,,diagram_snapshots/diagram_0490_p121_r1c1.png
491,122,1,1,64,208,312,83,0.133573,,diagram_snapshots/diagram_0491_p122_r1c1.png
492,122,1,2,388,208,254,83,0.160564,,diagram_snapshots/diagram_0492_p122_r1c2.png
493,122,1,3,654,208,309,83,0.08734,,diagram_snapshots/diagram_0493_p122_r1c3.png
494,122,2,1,64,303,312,308,0.210987,,diagram_snapshots/diagram_0494_p122_r2c1.png
495,122,2,2,388,303,254,308,0.316878,,diagram_snapshots/diagram_0495_p122_r2c2.png
496,122,2,3,654,303,309,308,0.152702,,diagram_snapshots/diagram_0496_p122_r2c3.png
497,122,3,1,64,623,312,249,0.236935,,diagram_snapshots/diagram_0497_p122_r3c1.png
498,122,3,2,388,623,254,249,0.257597,,diagram_snapshots/diagram_0498_p122_r3c2.png
499,122,3,3,654,623,309,249,0.254819,,diagram_snapshots/diagram_0499_p122_r3c3.png
500,122,4,1,64,884,312,315,0.27091,,diagram_snapshots/diagram_0500_p122_r4c1.png
501,122,4,2,388,884,254,315,0.201612,,diagram_snapshots/diagram_0501_p122_r4c2.png
502,122,4,3,654,884,309,315,0.283475,,diagram_snapshots/diagram_0502_p122_r4c3.png
503,123,1,1,31,214,878,961,0.125609,,diagram_snapshots/diagram_0503_p123_r1c1.png
504,124,1,1,71,215,310,385,0.231529,,diagram_snapshots/diagram_0504_p124_r1c1.png
505,124,1,2,393,215,257,385,0.166577,,diagram_snapshots/diagram_0505_p124_r1c2.png
506,124,1,3,662,215,122,385,0.258867,,diagram_snapshots/diagram_0506_p124_r1c3.png
507,124,1,4,796,215,168,385,0.235529,,diagram_snapshots/diagram_0507_p124_r1c4.png
508,124,2,1,71,612,310,255,0.270651,,diagram_snapshots/diagram_0508_p124_r2c1.png
509,124,2,2,393,612,257,255,0.232441,,diagram_snapshots/diagram_0509_p124_r2c2.png
510,124,2,3,662,612,122,255,0.231565,,diagram_snapshots/diagram_0510_p124_r2c3.png
511,124,2,4,796,612,168,255,0.221265,,diagram_snapshots/diagram_0511_p124_r2c4.png
512,124,3,1,71,879,310,316,0.369385,,diagram_snapshots/diagram_0512_p124_r3c1.png
513,124,3,2,393,879,257,316,0.405839,,diagram_snapshots/diagram_0513_p124_r3c2.png
514,124,3,3,662,879,122,316,0.230546,,diagram_snapshots/diagram_0514_p124_r3c3.png
515,124,3,4,796,879,168,316,0.327249,,diagram_snapshots/diagram_0515_p124_r3c4.png
516,125,1,1,27,219,873,73,0.03824,,diagram_snapshots/diagram_0516_p125_r1c1.png
517,125,2,1,27,304,873,876,0.158844,,diagram_snapshots/diagram_0517_p125_r2c1.png
518,126,1,1,63,213,899,401,0.153579,,diagram_snapshots/diagram_0518_p126_r1c1.png
519,126,2,1,63,626,899,111,0.305264,,diagram_snapshots/diagram_0519_p126_r2c1.png
520,126,3,1,63,749,899,443,0.301893,,diagram_snapshots/diagram_0520_p126_r3c1.png
521,127,1,1,35,224,887,967,0.129783,,diagram_snapshots/diagram_0521_p127_r1c1.png
522,128,1,1,72,215,898,986,0.095145,,diagram_snapshots/diagram_0522_p128_r1c1.png
